	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"
"AT1G03820"	5.58	7.99	8.32	8.29	8.32	8.38	8.43	8.82	8.83	8.16	8.36	8.69	8.8	8.62	8.6	7.99	7.67	7.49
"AT1G03830"	4.79	5.18	5.15	5.29	5.11	5.25	5.2	5.43	5.38	5.15	5.33	5.28	5.57	5.56	5.83	5.99	5.84	5.94
"AT1G03840"	7.68	7.42	7.59	7.35	7.77	7.83	7.76	7.65	7.61	6.84	7.32	7.54	7.78	8.05	7.86	7.89	7.75	7.74
"AT1G03850"	10.29	10.34	10.72	10.59	10.57	10.41	10.44	10.29	10.35	10.96	11.07	10.89	10.12	9.83	9.87	9.39	10.03	9.87
"AT1G03860"	8.78	9	9.13	9.19	9.33	9.42	9.45	9.45	9.62	9.66	9.71	9.66	9.98	10.21	10.25	10.37	10.39	10.39
"AT1G03870"	9.7	9.81	8	6.41	5.28	5.17	5.37	5.64	6.06	6.99	7	6.5	6.35	6.64	6.82	7.82	8.18	8.63
"AT1G03900"	10.05	10.02	9.77	9.75	9.78	9.63	9.64	9.67	9.69	9.83	9.89	9.79	9.7	9.64	9.55	9.59	9.68	9.71
"AT1G03910"	8.17	8.23	8.36	8.31	8.42	8.27	8.29	8.51	8.52	8.35	8.46	8.41	8.61	8.64	8.67	8.8	9	8.97
"AT1G03920"	7.07	7.93	5.32	4.37	3.96	3.7	3.45	3.43	3.38	3.49	3.53	3.3	3.32	3.54	3.62	3.55	3.59	3.76
"AT1G03930"	6.1	5.93	5.96	5.65	5.56	5.85	5.99	5.55	5.82	5.42	5.84	5.59	5.24	5.09	5.23	5	5.15	4.81
"AT1G03950"	8.85	8.59	8.88	8.75	8.49	8.31	8.39	8.08	7.86	7.88	8	7.86	7.65	7.55	7.35	6.63	6.81	6.77
"AT1G03970"	7.01	6.98	6.97	6.97	6.92	6.91	6.88	6.91	6.87	7.03	7	6.87	6.63	6.58	6.56	6.38	6.53	6.47
"AT1G03980"	4.53	4.69	4.38	4.27	4.48	4.51	4.66	4.65	4.69	4.39	4.37	4.48	4.74	5.02	5.12	4.82	4.93	4.86
"AT1G04000"	7.02	7.12	7.05	6.89	6.83	6.9	6.89	6.94	6.95	6.89	6.75	6.79	6.71	6.78	6.62	6.62	6.43	6.41
"AT1G04020"	4.82	5.13	5.69	6.15	6.69	6.81	6.76	6.88	6.98	6.93	7.14	7.3	7.61	7.89	7.96	7.98	7.96	8.01
"AT1G04030"	4.49	5.08	6.71	7.08	7.28	7.16	6.98	6.81	6.54	6.3	6.27	6.17	6.03	6.08	6	6.35	6.28	6.24
"AT1G04040"	7.78	8.51	8.81	9.56	9.61	9.64	9.63	9.65	9.68	9.88	9.41	8.6	7.99	7.89	8.01	7.75	8.1	7.72
"AT1G04070"	6.11	6.39	6.67	6.5	6.61	6.79	6.84	6.97	7.02	7.18	7.09	7.29	7.5	7.73	7.85	7.67	7.84	7.89
"AT1G04080"	7.87	8.1	8.29	8.31	8.52	8.43	8.52	8.69	8.68	8.67	8.65	8.82	8.92	9.09	9.21	9.39	9.39	9.4
"AT1G04090"	3.91	3.86	3.7	3.87	3.64	3.57	3.66	3.55	3.57	3.63	3.64	3.56	3.53	3.49	3.53	3.47	3.59	3.42
"AT1G04100"	6.58	6.61	6.36	6.41	6.47	6.52	6.37	6.03	5.93	6.09	6.15	6.02	5.76	5.61	5.4	5.35	5.17	5.29
"AT1G04120"	8.89	8.57	8.78	8.62	8.49	8.59	8.62	8.6	8.42	7.52	7.73	7.81	8.02	8.02	8.08	7.73	7.52	7.67
"AT1G04130"	5.3	5.55	5.81	5.85	5.91	5.99	6.21	6.03	6.23	6.13	6.19	6.35	6.63	6.67	6.84	6.97	6.64	6.76
"AT1G04140"	8.36	8.27	8.26	8.21	8.3	8.12	8.11	8.08	8.13	8.01	8	7.95	7.95	7.84	7.76	7.85	7.84	7.85
"AT1G04150"	3.72	3.7	3.66	3.71	3.73	3.49	3.48	3.43	3.53	3.76	3.64	3.79	3.83	3.85	4.04	3.82	3.9	4.06
"AT1G04160"	6.42	6.38	5.13	4.51	4.32	4.35	4.24	4.31	4.46	4.39	4.63	4.78	4.71	4.68	4.78	4.92	4.61	4.77
"AT1G04170"	8.68	8.87	9.16	9.05	9.2	9.41	9.5	9.75	9.82	9.6	9.63	9.7	10.12	10.41	10.4	10.48	10.46	10.35
"AT1G04190"	7.56	8.03	8.26	8.31	8.51	8.55	8.6	8.76	8.87	8.82	8.86	9.05	9.28	9.61	9.64	9.68	9.54	9.61
"AT1G04200"	7.75	7.69	7.43	7.23	7.08	7.38	7.32	7.34	7.5	7.12	7.37	7.34	7.3	7.06	7.15	7.28	7.04	7.21
"AT1G04220"	8.01	8.05	9.23	9.74	10.61	10.46	10.21	10	9.74	9.4	9.69	9.77	9.38	8.86	8.43	7.75	7.47	7.07
"AT1G04240"	6.48	7.24	7.13	7.33	7.29	7.22	7.21	7.08	7.11	7.33	7.34	7.35	6.66	6.31	6.15	5.76	5.65	5.59
"AT1G04250"	10.28	10.59	10.14	9.81	9.4	9.42	9.48	9.39	9.53	9.42	9.52	9.66	9.38	9.28	8.97	8.79	8.74	9.05
"AT1G04270"	10.01	10.56	10.99	11.09	11.36	11.54	11.67	11.91	12.06	12.21	12.05	12.28	12.34	12.5	12.57	12.65	12.65	12.61
"AT1G04290"	7.31	7.2	7.25	7.14	7.19	7.35	7.42	7.48	7.31	7.07	7.02	7.21	7.29	7.56	7.59	7.46	7.41	7.42
"AT1G04300"	8.18	8.06	8.07	7.86	8.07	7.86	7.87	7.84	7.88	7.79	7.76	7.53	7.41	7.41	7.45	7.56	7.57	7.38
"AT1G04310"	5.53	5.59	5.2	5.02	4.95	4.83	4.69	4.8	4.95	4.92	4.95	5.12	4.81	4.78	4.83	4.81	5.11	5.1
"AT1G04330"	5.05	5.11	5.38	6.15	6.37	6.38	6.57	6.34	6	5.65	5.79	6.1	5.84	5.83	5.58	4.98	4.63	4.74
"AT1G04340"	8.2	8.11	8.3	8.25	8.54	8.55	8.7	8.79	8.93	9.07	9.01	9.2	9.41	9.59	9.66	9.84	9.81	9.8
"AT1G04350"	3.79	3.9	4.22	5.02	5.38	5.66	5.89	5.45	5.14	4.92	4.84	4.65	4.17	4.13	4.14	3.74	3.85	3.56
"AT1G04360"	4.58	4.69	4.58	6.04	7.91	8.7	8.91	8.96	8.99	8.98	8.76	8.81	8.29	7.8	7.64	7.15	6.81	6.27
"AT1G04390"	5.14	5.17	5.24	4.7	5.03	5.18	5.08	5.03	5.07	4.82	4.74	4.96	4.66	4.79	4.7	4.7	4.73	4.72
"AT1G04400"	9.78	9.68	9.74	9.73	9.68	9.41	9.38	9.37	9.42	9.61	9.48	9.28	8.77	8.51	8.66	8.58	8.88	8.62
"AT1G04410"	12.81	12.78	12.91	12.94	12.94	12.93	12.94	12.95	12.9	12.81	12.77	12.74	12.59	12.49	12.62	12.39	12.5	12.48
"AT1G04430"	8.5	8.41	8.41	8.43	8.64	8.87	8.94	8.92	8.88	8.79	8.99	9.14	9.13	9.01	9.01	9.1	9.37	9.41
"AT1G04440"	9.71	9.67	9.75	9.68	9.7	9.64	9.64	9.71	9.56	9.82	9.57	9.45	9.04	8.68	8.64	8.52	8.45	8.52
"AT1G04480"	9.36	9.95	10.31	10.4	10.77	11.01	11.12	11.35	11.52	11.62	11.67	11.76	12	12.19	12.16	12.3	12.31	12.27
"AT1G04510"	7.57	7.69	7.96	7.89	8.04	8.08	8.19	8.34	8.45	8.24	8.4	8.47	8.71	8.98	9.08	9.06	9.06	9.07
"AT1G04520"	4.66	4.83	5.02	5.35	5.72	5.73	5.9	6.05	6.39	6.43	6.76	6.95	7.67	8.22	8.22	8.45	8.22	8.18
"AT1G04530"	7.76	7.66	7.67	7.48	7.59	7.49	7.56	7.35	7.27	7.42	7.5	7.43	7.3	7.25	7.18	7.32	7.26	7.46
"AT1G04550"	5.69	6.14	6	5.99	6.24	6.43	6.51	6.42	6.43	5.97	6.27	6.27	6.41	6.54	6.41	6.27	6.24	6.24
"AT1G04560"	4.15	4.25	4.07	4.14	4.21	3.94	4.13	3.92	3.94	3.98	3.99	3.95	3.92	4.03	3.87	3.91	3.88	3.89
"AT1G04590"	6.03	6.86	7.17	7.05	7.43	7.76	7.73	7.86	8.1	8.02	8.21	8.29	8.58	8.88	8.89	8.89	8.93	9.02
"AT1G04610"	3.47	3.56	3.57	3.72	3.6	3.51	3.61	3.55	3.56	3.47	3.65	3.64	3.8	3.73	3.79	4.11	4.59	4.85
"AT1G04620"	4.57	4.54	4.61	4.68	4.48	4.47	4.24	4.12	4.58	5.13	4.93	4.6	4.37	4.22	4.29	4.38	4.66	4.64
"AT1G04640"	5.29	5.12	5.57	5.76	5.86	5.83	5.84	5.88	6.14	6.29	6.46	6.16	6.19	6.29	6.38	6.46	6.49	6.33
"AT1G04650"	3.75	3.81	3.86	3.95	3.93	3.79	3.84	3.93	4	4.06	4.06	4.11	3.97	4.12	4.16	4.2	4.24	4.08
"AT1G04660"	6.79	6.71	6.07	6.07	6.08	6.01	5.93	5.95	5.95	6.05	6.3	6.26	6.3	6.33	6.43	6.52	6.71	6.72
"AT1G04680"	5.03	6.94	7.32	7.14	7.13	7.43	7.91	8.45	8.77	8.95	8.96	9.15	9.08	8.99	8.93	8.92	8.87	8.99
"AT1G04690"	8.83	8.69	9.07	9.2	9.43	9.49	9.66	9.78	9.8	9.61	9.74	9.72	10.05	10.21	10.2	10.35	10.49	10.64
"AT1G04700"	6.34	6.64	5.41	4.28	4.03	4.05	4.08	4.06	3.94	4.01	3.84	4.03	3.98	3.83	4.04	3.86	4	3.82
"AT1G04710"	6.36	6.38	6.38	6.41	6.68	6.78	6.64	6.69	6.6	6.49	6.63	6.65	6.88	7	6.96	6.99	7.01	7.09
"AT1G04730"	4.38	4.51	4.57	4.85	4.83	4.87	4.7	5.02	4.94	5	4.94	4.97	5.11	5.23	5.31	5.26	5.32	5.39
"AT1G04750"	9.49	9.34	9.51	9.54	9.64	9.72	9.73	9.82	9.76	9.71	9.89	9.79	9.82	9.84	9.88	9.89	9.89	9.88
"AT1G04760"	4.63	4.55	4.95	5.17	5.46	5.49	5.73	5.77	5.91	5.82	5.81	5.92	5.94	6	5.96	6.07	5.93	5.92
"AT1G04770"	7.19	6.82	7.36	7.33	7.62	7.97	8.23	8.27	8.31	7.34	7.85	8.09	8.21	8.24	7.9	7.69	7.99	7.92
"AT1G04780"	7.77	7.75	7.75	7.76	7.82	7.8	7.88	7.83	7.75	7.71	7.66	7.56	7.42	7.48	7.48	7.51	7.48	7.47
"AT1G04790"	5.63	5.83	5.68	5.65	5.77	5.89	5.88	5.81	5.82	6.04	5.92	6.03	5.74	5.91	5.93	5.92	6.08	6.17
"AT1G04800"	4.96	4.94	4.89	4.74	4.72	4.63	4.39	4.46	4.47	4.79	4.69	4.68	4.48	4.66	4.63	4.72	4.72	4.71
"AT1G04810"	8.76	8.76	8.68	8.51	8.43	8.17	8.1	7.98	8.02	8.07	8.11	8.02	8.09	8.09	8.29	8.26	8.19	8.31
"AT1G04820"	9.19	9.29	9.12	9.35	9.8	9.98	10.01	10.14	10.39	10.32	10.54	10.66	10.99	11.24	11.15	11.22	11.28	11.38
"AT1G04830"	7.64	7.53	7.72	7.44	7.53	7.46	7.52	7.55	7.44	7.55	7.47	7.41	7.27	7.25	7.2	7.15	7.38	7.38
"AT1G04850"	9.63	9.67	9.76	9.68	9.71	9.62	9.64	9.52	9.48	9.14	9.26	9.24	9.24	9.24	9.35	9.29	9.32	9.46
"AT1G04860"	7.33	7.33	7.44	7.11	7.12	7.14	7.22	7.23	7.31	6.94	7.08	7.12	7.15	7.25	7.27	7.33	7.45	7.39
"AT1G04870"	6.26	7.85	8.14	8.11	8.34	8.3	8.36	8.67	8.84	8.94	9.02	9.14	9.53	9.83	9.99	9.95	9.91	9.97
"AT1G04880"	3.15	3.03	3.15	3.19	3.35	3.15	3.09	3.18	3.14	3.23	3.23	3.19	3.36	3.18	3.36	3.41	3.47	3.44
"AT1G04900"	6.08	5.88	6.23	6.17	6.65	6.71	6.94	6.77	6.88	6.7	6.93	7.02	7.22	7.33	7.33	7.44	7.34	7.5
"AT1G04910"	7.35	7.17	7.43	7.38	7.65	7.56	7.64	7.64	7.62	7.32	7.4	7.36	7.19	7.3	7.43	7.24	7.43	7.33
"AT1G04930"	5.16	5.09	5.21	5.09	5.29	5.16	5.16	5.23	5.3	5.41	5.33	5.39	5.55	5.65	5.5	5.82	5.65	5.68
"AT1G04950"	5.56	5.56	5.81	5.73	5.92	6.1	5.94	6.02	6.1	6.26	6	6.04	5.98	6.07	6.07	6.43	6.45	6.27
"AT1G04960"	9.09	9.04	9.01	8.95	8.83	8.75	8.7	8.51	8.39	8.63	8.66	8.65	8.31	8.2	8.1	7.98	7.91	7.82
"AT1G04970"	8.83	8.72	8.96	8.9	8.96	8.88	8.93	8.73	8.78	8.8	8.58	8.54	8.28	8.05	7.97	7.93	7.88	7.76
"AT1G04980"	7.22	7.03	6.87	7	7.09	7.47	7.43	7.46	7.41	6.82	7.16	7.36	7.68	7.85	7.75	8	8.03	8.03
"AT1G04990"	7.86	7.8	7.63	7.42	7.14	6.86	6.9	6.86	6.9	6.57	6.83	6.9	6.73	6.42	6.31	6.03	6.04	5.88
"AT1G05000"	9.71	9.22	9.64	9.55	9.48	9.59	9.68	9.4	9.13	8.69	8.92	9.08	9.14	9.09	8.56	7.92	8.1	7.65
"AT1G05010"	5.98	6.14	6.01	6.68	7.23	7.54	7.54	7.54	8.03	8.88	8.89	8.69	8.64	8.61	8.69	8.4	8.57	8.5
"AT1G05020"	4.54	4.92	3.78	3.41	3.56	3.46	3.42	3.56	3.43	3.59	3.5	3.36	3.44	3.43	3.51	3.44	3.52	3.39
"AT1G05030"	6.47	6.34	6.41	6.34	6.27	6.3	6.19	6.15	6.15	6.16	6.23	6.21	6.13	5.92	5.73	5.71	5.95	5.85
"AT1G05070"	6.23	6.16	6.51	6.63	6.72	6.91	6.86	6.95	7.05	7.06	7.02	7.17	7.25	7.34	7.31	7.42	7.37	7.48
"AT1G05100"	5.73	5.29	5.39	5.88	5.16	5.13	4.99	4.87	4.71	5.05	5.17	5.44	5.41	5.32	5.19	4.98	5.07	5.1
"AT1G05140"	7.04	6.86	7.01	6.79	6.67	6.53	6.51	6.26	6.35	6.22	6.52	6.39	6.06	5.83	5.67	5.81	5.81	5.76
"AT1G05150"	7.49	7.57	7.56	7.35	7.41	7.49	7.18	7.31	7.29	6.81	7.18	7.07	6.91	6.89	7.01	7.18	7.33	7.45
"AT1G05160"	4.71	4.54	4.65	4.58	5	4.83	5.06	5.07	5.17	5.4	5.24	5.13	5.26	5.29	5.43	5.65	5.67	5.66
"AT1G05170"	5.95	5.88	5.85	5.77	5.82	5.86	5.96	5.64	5.59	5.34	5.34	5.25	5.38	5.53	5.12	5.25	5.32	5.09
"AT1G05180"	8.86	8.81	8.84	8.83	8.92	8.72	8.89	8.93	8.93	8.86	8.92	8.9	8.89	8.98	8.99	9.05	9.08	9.1
"AT1G05190"	6.97	6.85	7.28	7.49	6.97	6.75	6.59	6.36	6.54	6.86	6.82	7.09	6.94	6.98	6.99	7.42	7.35	7.39
"AT1G05200"	4.87	4.57	4.77	4.96	4.64	5	5.41	5.93	5.69	5.09	5.32	5.17	4.87	4.79	5.18	5.06	5.07	4.83
"AT1G05210"	7.22	7.22	7.09	6.79	6.99	7.07	7.17	7.25	7.29	7.43	7.49	7.66	7.88	8.11	8.27	8.5	8.67	8.68
"AT1G05260"	11.77	11.5	11.94	11.24	9.82	9.1	9.15	9.13	9.13	8.23	7.34	5.92	5.94	6.54	6.87	7.65	7.93	8.19
"AT1G05270"	7.5	7.45	7.28	7.37	7.24	7.03	7.11	6.85	6.99	7.14	7.28	7.1	7	7.06	7.02	6.78	7.11	6.94
"AT1G05280"	3.16	3.25	3.32	3.28	3.18	3.01	3.02	3.11	3.28	3.18	3.23	3.1	3.32	3.44	3.7	4.43	4.64	4.91
"AT1G05300"	8.3	7.8	7.82	7.15	6.98	6.56	6.39	5.79	4.86	4.92	4.79	4.69	4.53	4.49	4.28	4.41	4.31	4.25
"AT1G05310"	6.54	5.96	5	3.84	5.13	5.94	5.81	4.41	4.18	4.34	4.04	3.99	3.64	3.84	3.87	3.79	4.16	4.27
"AT1G05320"	9.44	9.32	9.49	9.38	9.05	9.05	8.77	8.5	8.38	8.62	8.68	8.63	8.19	7.95	7.65	7.59	7.51	7.48
"AT1G05340"	10.6	10.21	10.32	10.5	9.44	8.74	8.34	8.19	8.44	9.56	9.33	9.2	8.5	8.04	7.91	7.34	7.68	7.53
"AT1G05350"	7.48	7.33	7.24	7.18	7.11	7.34	7.27	7.37	7.34	7.17	7.28	7.44	7.55	7.61	7.68	7.82	7.75	7.9
"AT1G05360"	7.18	7.09	7.3	7.16	7.27	7.17	7.18	7.27	7.23	7.2	7.22	7.19	7.39	7.35	7.23	7.52	7.61	7.42
"AT1G05370"	4.65	4.59	4.41	4.66	4.63	4.74	4.79	4.92	5.12	5.11	4.98	5.03	5.62	5.7	5.65	5.36	5.36	5.34
"AT1G05410"	5.28	5.4	5.87	5.87	6.16	6.52	6.37	6.43	6.51	6.46	6.45	6.42	6.56	6.82	6.67	6.81	6.87	6.92
"AT1G05440"	3.64	3.74	4.01	4.2	4.26	4.21	4.06	4.23	4.66	4.86	4.85	4.9	5.12	5.34	5.55	5.63	5.81	5.57
"AT1G05450"	4	4.08	4.36	5.73	6.97	6.02	5	4.31	4.59	5.02	5.77	5.63	4.67	4.12	4.45	3.68	3.66	3.84
"AT1G05460"	4.84	4.89	4.91	4.94	5.25	5.29	5.16	5.21	5.07	5.16	5.29	5.35	5.29	5.23	5.25	5.43	5.39	5.45
"AT1G05470"	5.89	6.48	6.65	6.71	6.78	6.84	6.68	6.59	6.55	6.28	6.16	5.81	5.57	5.52	5.62	5.55	5.43	5.39
"AT1G05490"	3.72	3.65	3.63	3.63	3.47	3.49	3.46	3.5	3.44	3.57	3.46	3.36	3.38	3.37	3.29	3.3	3.42	3.37
"AT1G05500"	8.62	8.57	8.45	8.23	8.24	8.13	8.25	8.07	8.01	7.59	7.74	7.69	7.65	7.68	7.44	7.39	7.5	7.44
"AT1G05520"	7.75	7.72	7.7	7.74	7.88	7.93	8.08	8.17	8.05	7.61	7.66	7.91	7.91	8.04	8.04	7.85	7.97	7.93
"AT1G05540"	5.49	5.44	5.39	5.49	5.26	5.22	4.91	4.92	4.91	5.23	4.9	5.14	5	4.91	4.86	4.97	4.9	4.85
"AT1G05560"	7.66	7.7	7.29	7.02	7.36	7.1	7.16	7.09	7.04	6.09	6.62	6.71	5.96	5.72	5.58	4.67	4.89	4.86
"AT1G05570"	10.44	10.28	10.7	10.51	10.36	10.23	10.11	10	9.86	9.91	9.76	9.55	9.17	8.84	8.74	8.38	8.57	8.58
"AT1G05590"	4.12	4.11	4.35	4.36	4.43	4.39	4.28	4.46	4.51	4.52	4.73	4.66	4.64	4.63	4.75	5.04	5.15	5.2
"AT1G05600"	5.3	5.37	5.47	5.46	5.7	5.88	5.82	5.82	5.81	5.88	5.95	5.98	5.74	5.77	5.66	5.83	5.88	5.98
"AT1G05610"	3.86	3.88	3.75	3.79	3.77	3.59	3.62	3.73	3.56	3.62	3.47	3.69	3.73	3.69	3.68	3.66	3.79	3.75
"AT1G05620"	9.24	9.23	9.16	9.17	8.9	8.68	8.66	8.37	8.32	8.32	8.45	8.67	8.85	8.88	8.9	9.21	9.35	9.52
"AT1G05630"	5.42	5.54	4.35	3.9	3.95	3.97	4.02	4.05	3.99	3.94	4.1	4.09	4.18	4.25	4.33	4.41	4.65	4.59
"AT1G05680"	8.21	8.38	7.95	7.86	7.55	6.91	6.69	6.19	5.62	5.15	5.55	6.02	5.43	5.47	5.59	4.92	5.12	4.92
"AT1G05690"	3.72	3.74	3.8	3.95	4.1	4.19	4.45	4.57	4.29	4.09	4.08	4.29	4.17	4.18	4.07	3.84	3.84	3.8
"AT1G05700"	6.42	6.23	6.46	6.61	7.54	8.17	8.59	8.66	8.36	7.21	7.43	7.3	7.58	7.73	7.82	7.3	7.12	6.7
"AT1G05710"	7.85	8.37	7.96	7.95	7.92	8.09	8.33	8.28	8.3	8.2	8.28	8.4	8.64	8.74	8.51	7.93	7.85	7.72
"AT1G05720"	9	8.87	9.07	9.15	9.22	9.26	9.32	9.36	9.32	9.47	9.26	9.34	9.19	9.28	9.37	9.52	9.52	9.53
"AT1G05750"	3.61	3.65	3.72	3.95	3.9	3.9	3.78	3.83	3.9	3.97	3.82	3.82	3.91	3.89	3.91	4.03	4.1	4.16
"AT1G05760"	4.18	4.27	4.81	6.76	8.1	7.03	6.28	5.39	4.39	4.51	4.46	4.57	4.6	4.67	4.94	5.31	5.25	5.89
"AT1G05770"	3.51	3.56	3.75	4.79	5.26	4.54	4.01	3.58	3.41	3.55	3.49	3.41	3.51	3.56	3.65	3.85	3.81	4.12
"AT1G05790"	7.3	7.22	7.14	7.02	6.87	6.55	6.65	6.55	6.37	6.44	6.35	6.29	6.15	5.97	5.93	5.86	5.95	5.92
"AT1G05810"	8.63	8.56	7.75	7.19	6.79	6.6	6.5	6.55	6.68	6.79	6.8	6.5	6.03	5.89	5.92	6.04	6.31	6.23
"AT1G05840"	7.38	7.41	7.44	7.53	7.74	7.69	7.68	7.71	7.74	7.86	7.95	7.55	7.17	7.09	6.96	7.07	7.17	7.31
"AT1G05850"	12.05	12.04	11.94	11.97	11.81	11.74	11.69	11.47	11.44	11.17	11.38	11.46	11.31	11.16	11.11	10.75	10.72	10.63
"AT1G05860"	5.3	5.38	5.27	5.23	5.44	5.39	5.5	5.53	5.62	5.45	5.7	5.54	5.79	5.73	5.77	5.79	5.62	5.78
"AT1G05890"	7.46	7.36	7.44	7.3	7.41	7.28	7.3	7.37	7.39	7.43	7.48	7.25	6.96	6.83	6.85	6.81	7.1	7.04
"AT1G05900"	5.38	5.13	5.21	5.3	5.31	5.14	5.27	5.24	5.01	5.05	5.15	5.19	4.99	5.02	4.81	4.72	4.85	4.85
"AT1G05910"	6.19	6.44	6.65	6.4	6.77	6.67	6.68	6.83	6.8	6.63	6.82	6.99	7.08	7.27	7.39	7.45	7.47	7.41
"AT1G05940"	8.54	8.37	8.62	8.52	8.64	8.55	8.41	8.27	8.15	8.2	8	7.98	8	7.81	7.79	7.61	7.73	7.79
"AT1G05950"	3.66	4.15	4.47	4.62	4.67	4.58	4.5	4.49	4.52	4.49	4.82	4.59	4.88	4.85	4.93	5.09	4.88	4.92
"AT1G05960"	7.19	7.28	6.96	6.57	6.67	6.51	6.37	6.32	6.41	6.33	6.26	6.15	6.09	5.88	5.9	5.87	5.89	5.96
"AT1G05990"	4.54	4.32	3.82	3.57	3.41	3.43	3.47	3.48	3.44	3.41	3.47	3.42	3.44	3.38	3.59	3.4	3.47	3.48
"AT1G06000"	11.35	11.03	11.04	10.42	9.7	9.1	8.9	8.32	8.13	7.56	8.37	9.27	9.4	9.37	9.08	8.78	8.87	8.98
"AT1G06010"	7.74	7.6	7.42	7.24	7.29	7.55	7.44	7.4	7.38	7.4	7.45	7.46	7.53	7.68	7.81	7.99	8.1	8.25
"AT1G06020"	4.09	4.19	3.45	3.37	3.42	3.38	3.45	3.34	3.43	3.28	3.26	3.37	3.24	3.31	3.29	3.38	3.33	3.36
"AT1G06040"	8.74	8.81	8.04	8.16	9.33	10.1	10.41	10.41	9.98	8.83	8.56	8.65	9.29	9.77	9.91	9.56	9.65	9.28
"AT1G06050"	6.64	6.59	6.21	6.32	6.16	6.4	6.3	6.1	5.92	6.12	5.91	5.83	5.94	5.88	5.9	5.71	5.57	5.56
"AT1G06070"	6.6	6.54	6.6	6.48	6.66	6.87	6.87	6.83	6.89	6.84	6.91	6.95	6.99	7.01	7.19	7.34	7.25	7.13
"AT1G06080"	3.61	3.57	3.55	3.52	3.7	5.65	6.3	7.4	7.96	7.76	8.14	8.16	8.33	8.39	8	7.58	7.21	7.17
"AT1G06100"	3.89	4.1	3.71	3.64	3.62	3.58	3.76	3.44	3.43	3.7	3.59	3.4	3.49	3.57	3.59	3.55	3.53	3.59
"AT1G06110"	8.36	8.37	8.3	8.35	8.32	8.3	8.42	8.43	8.43	8.53	8.48	8.43	8.23	8.22	8.24	8.33	8.37	8.38
"AT1G06130"	6.15	6.04	6.38	6.54	6.69	6.83	6.94	6.83	7.01	6.98	7	6.99	7.1	7.24	7.23	7.12	7.2	7.1
"AT1G06160"	3.8	3.55	3.83	4.21	4.57	4.91	5.14	5.46	5.89	6.21	5.84	4.71	4.26	4.1	4.2	4.24	4.63	4.38
"AT1G06170"	3.13	3.26	3.38	3.29	3.19	3.11	3.15	3.04	3.09	3.09	3.04	3.14	3.42	3.38	3.23	3.16	3.11	3.11
"AT1G06180"	4.06	3.77	3.74	4.13	4.32	4.56	4.73	4.85	4.41	4.39	4.69	4.82	5.15	5.59	5.81	6.34	6.42	6.51
"AT1G06190"	5.73	5.85	6.28	6.3	6.58	6.75	6.56	6.63	6.78	6.94	7.09	7.14	7.13	7.34	7.53	7.59	7.56	7.37
"AT1G06200"	8.83	8.77	8.89	9.07	9.02	9.18	9.25	9.31	9.27	9.24	9.29	9.17	9.12	9.14	9.23	9.32	9.34	9.32
"AT1G06210"	7.39	7.37	7.29	7.21	7.24	7.35	7.48	7.5	7.58	7.41	7.62	7.47	7.61	7.64	7.7	7.75	7.76	7.86
"AT1G06240"	5.04	5.1	5.08	5.11	5.16	5.38	5.44	5.4	5.42	5.59	5.59	5.45	5.61	5.67	5.76	6.12	6.23	6.12
"AT1G06270"	4.82	4.88	5.2	5.04	5.3	5.47	5.33	5.51	5.41	5.35	5.41	5.54	5.82	6.05	5.81	6.04	6.07	6.3
"AT1G06310"	3.66	3.87	3.88	3.66	3.66	3.82	3.76	3.61	3.74	3.77	3.74	3.76	3.78	3.85	3.96	4.25	4.11	4.28
"AT1G06380"	5.42	6.22	6.49	6.36	6.83	6.96	7.11	7.19	7.32	6.98	7.18	7.27	7.48	7.89	7.94	7.88	7.88	7.79
"AT1G06390"	7.09	7.06	7.23	7.31	7.43	7.5	7.45	7.56	7.54	7.64	7.52	7.67	7.75	7.8	7.75	7.96	8.01	7.91
"AT1G06400"	9.55	9.63	9.48	9.43	9.32	9.31	9.28	9.26	9.2	9.36	9.34	9.22	9	9.1	8.89	8.72	8.9	8.79
"AT1G06410"	9.17	9.17	9.03	8.98	8.81	8.79	8.86	8.85	8.85	8.8	8.97	8.8	8.84	8.69	8.78	8.78	8.71	8.86
"AT1G06420"	3.39	3.24	3.19	3.28	3.2	3.26	3.25	3.5	3.57	3.65	3.87	3.95	4.08	4.29	4.17	4.97	5.38	5.53
"AT1G06430"	8.71	8.62	8.63	8.54	8.36	7.89	7.56	6.81	6.6	6.64	7.07	7.36	7.03	6.7	6.11	5.42	5.55	5.59
"AT1G06440"	3.59	3.62	3.71	3.63	3.75	3.75	3.8	3.81	3.88	3.88	3.85	3.95	4.08	4.24	4.35	4.37	4.38	4.38
"AT1G06450"	4.78	5.29	5.26	5.32	5.46	5.64	5.62	5.77	5.87	5.79	5.76	5.87	6.02	6.04	6.05	5.99	5.95	5.96
"AT1G06460"	3.71	3.51	3.62	3.8	3.57	3.68	3.65	4.15	4.22	4.14	4.18	3.68	3.61	3.56	3.67	4.1	4.16	3.89
"AT1G06490"	5.39	5.25	5.18	5.37	4.8	4.36	4.24	4.22	3.98	4.17	4.28	4.45	4.93	4.85	5.02	4.96	4.97	5.13
